company_name,trade,city,state,county,aka,phone,address,license_number,license_source,license_count
AREMAC ENTERPRISES DBA SHARP PLUMBING HEATING & COOLING,Plumbing,EL PASO,TX,EL PASO,,9157407925,2969 DOUG FORD,37941,TSBPE,1
TEXAS UNBEATABLES PLUMBING,Plumbing,,TX,FORT BEND,,,,46685,TSBPE,1
SALADO PLUMBING INC,Plumbing,SALADO,TX,BELL,,2547218323,PO BOX 181,16892,TSBPE,1
MCNEEL PLUMBING LLC,Plumbing,,TX,COMAL,,,,41057,TSBPE,1
TEXAS WATER SOLUTIONS LLC,Plumbing,DRIFTWOOD,TX,HAYS,,5128051220,PO BOX 329,39371,TSBPE,1
SAMFORD PLUMBING LLC,Plumbing,,TX,MADISON,,,,44315,TSBPE,1
JACK RASNIC PLUMBING,Plumbing,ALLEN,TX,COLLIN,,9727436890,557 FISHER DRIVE,16924,TSBPE,1
ATLAS FOUNDATION REPAIR,Plumbing,,TX,HARRIS,,,,44606,TSBPE,1
ENRICO PLUMBING INC,Plumbing,,TX,SMITH,,,,40003,TSBPE,1
EM AND M HOME REPAIR,Plumbing,,TX,DENTON,,,,45223,TSBPE,1
QUALITY WATER & AIR,Plumbing,,TX,MONTGOMERY,,,,45964,TSBPE,1
ALANER PLUMBING LLC,Plumbing,BAYTOWN,TX,CHAMBERS,,8322500827,7742 HUNTERS PEAK LANE,15946,TSBPE,1
"DFW SERVICEMASTER, LLC",Plumbing,,TX,TARRANT,,,,41074,TSBPE,1
ALMER HVAC & PLUMBING,Plumbing,FRIENDSWOOD,TX,GALVESTON,,2813305722,3000 AUTUMN CREEK DR,31366,TSBPE,1
BLAINES PLUMBING LLC,Plumbing,,TX,HENDERSON,,,,46581,TSBPE,1
SLIM PLUMBING LLC,Plumbing,BRYAN,TX,BRAZOS,,9793178949,1801  CIMINO DRIVE STE 115,43803,TSBPE,1
KEEN CONTRACTING,Plumbing,,TX,BREWSTER,,,,45685,TSBPE,1
TRUAX CONSTRUCTION INC,Plumbing,SAN ANTONIO,TX,BEXAR,,8309803399,4478 LAURIE MICHELLE,12327,TSBPE,1
LABRENZ PLUMBING,Plumbing,,TX,TAYLOR,,,,46123,TSBPE,1
LAS COLINAS PLUMBING,Plumbing,FARMERS BRANCH,TX,DALLAS,,9728000612,14059 PROTON RD,41294,TSBPE,1
EDDIE BRUNER PLUMBING,Plumbing,GREENVILLE,TX,HUNT,,9034565887,3509 HIGHMEADOW,17074,TSBPE,1
B C E I INC,Plumbing,CHICO,TX,WISE,,9726258820,381 CR 1749,19291,TSBPE,1
HOUSTON MECHANICAL SERVICE,Plumbing,,TX,LUBBOCK,,,,40940,TSBPE,1
CAMERON BUILDERS INC,Plumbing,HOUSTON,TX,HARRIS,,2814135064,1341 CEDAR POST,39163,TSBPE,1
BOLD PLUMBING LLC,Plumbing,COLUMBUS,TX,COLORADO,,9797330626,1203 TRAVIS ST.,17356,TSBPE,1
HAWKEYE PLUMBING LLC,Plumbing,,TX,JOHNSON; FORT BEND,,,,40758,TSBPE,2
"CHAMPION PLUMBERS OF TEXAS, LLC",Plumbing,HOUSTON,TX,HARRIS,,3464064160,7123 APACHE,36395,TSBPE,1
RAM CT PLUMBING LLC,Plumbing,,TX,MONTGOMERY,,,,44638,TSBPE,1
KEY PLUMBING SERVICES LLC,Plumbing,,TX,BELL,,,,44319,TSBPE,1
REVIVE TEXAS PLUMBING LLC,Plumbing,,TX,CHEROKEE,,,,46507,TSBPE,1
ADDCO PLUMBING AND DRAIN,Plumbing,FORT WORTH,TX,PARKER,,8173490331,122 DEERWOOD LN,37759,TSBPE,1
"NEW BOSTON SERVICE CO., L.L.C. DBA INDUSTRIAL AIR SYSTEMS",Plumbing,NEW BOSTON,TX,BOWIE,,9036285276,220 W US HWY 82,43460,TSBPE,1
JUSTICE INCORPORATED,Plumbing,,TX,NUECES,,,,43822,TSBPE,1
DIAMONDBACK PLUMBING LLC,Plumbing,,TX,TARRANT,,,,45688,TSBPE,1
BOBO'S PLUMBING,Plumbing,,TX,BOWIE,,,,41044,TSBPE,1
ORBITAL PLUMBING LLC,Plumbing,,TX,BEXAR,,,,45397,TSBPE,1
"BRADBURY BROTHERS, LLC",Plumbing,MAGNOLIA,TX,MONTGOMERY,,2816515484,30045  FM 2978 ROAD,42649,TSBPE,1
PEJC PLUMBING INC.,Plumbing,,TX,HARRIS,,,,43789,TSBPE,1
JASON GARTMAN PLUMBING INC,Plumbing,FRIENDSWOOD,TX,GALVESTON,,7138802900,PO BOX 1641,37959,TSBPE,1
SHEFFIELD PLUMBING LLC,Plumbing,DALLAS,TX,DALLAS,,2149418600,2204 W. CLARENDON DR.,9295,TSBPE,1
ALLEN STEELE PLUMBING COMPANY,Plumbing,TYLER,TX,SMITH,,9035668550,12572 CR 2293,17033,TSBPE,1
STATE OF MATTER SERVICE LLC,Plumbing,,TX,BEXAR,,,,43115,TSBPE,1
"DR RESCUE, LLC",Plumbing,SPRING,TX,HARRIS,,3462874331,21619 ROADS RX,17703,TSBPE,1
WILCOX PLUMBING LLC,Plumbing,KRUM,TX,DENTON,,9404827910,4401  MASCH BRANCH RD,45464,TSBPE,1
PLAINS PLUMBING CO LLC,Plumbing,,TX,HUTCHINSON,,,,42323,TSBPE,1
W3 WILLIS PLUMBING CO LLC,Plumbing,,TX,SMITH,,,,42443,TSBPE,1
JQ AIR & ELECTRIC LLC,Plumbing,CLOVIS,TX,CURRY,,5757428980,212 JOHNSON ST,44436,TSBPE,1
RICH AND SON PLUMBING LLC,Plumbing,,TX,GRAYSON,,,,44610,TSBPE,1
ALDH INC DBA AMERICAN LEAK DETECTION HOUSTON,Plumbing,SPRING,TX,HARRIS,,7134404400,17903 STRACK,36743,TSBPE,1
OXFORD PLUMBING SERVICES LLC,Plumbing,AUSTIN,TX,TRAVIS,,5125424056,6212 SPEYSIDE DR,44459,TSBPE,1
RED BEARD PUMBING,Plumbing,,TX,LYNN,,,,43020,TSBPE,1
"SAS AIRCARE LLC, DBA ROGER'S PLUMBING",Plumbing,LEANDER,TX,WILLIAMSON,,5122595754,PO BOX 871,18148,TSBPE,1
MAGNOLIA PLUMBING,Plumbing,PLANTERSVILLE,TX,GRIMES,,9366720336,10989 COUNTY ROAD 203,38261,TSBPE,1
MJSI INVESTMENTS INC.,Plumbing,LUBBOCK,TX,LUBBOCK,,8062397970,1003 2ND STREET,16796,TSBPE,1
LEON JOHN'S INC,Plumbing,,TX,FAYETTE,,,,40834,TSBPE,1
TRU BLUE PLUMBING LLC,Plumbing,,TX,HIDALGO,,,,20424,TSBPE,1
D & E PLUMBING COMPANY,Plumbing,HOUSTON,TX,HARRIS,,2815501763,6742 MAYARD RD,19062,TSBPE,1
BELKNAP PLUMBING SYSTEMS INC,Plumbing,HOUSTON,TX,HARRIS,,8329126733,9030 SOLON RD,18741,TSBPE,1
BUNCIK PLUMBING COMPANY LLC,Plumbing,CROWLEY,TX,TARRANT,,8175592387,PO BOX 459,37806,TSBPE,1
RON SMITH PLUMBING & BLACKFLOW,Plumbing,SAGINAW,TX,TARRANT,,8179093763,1035 SPRINGHILL DR.,9432,TSBPE,1
A I PLUMBING LLC,Plumbing,,TX,BRAZORIA,,,,45570,TSBPE,1
RAFAEL PLUMBING,Plumbing,HOUSTON,TX,HARRIS,,7136690139,8815 LINKMEADOW,14833,TSBPE,1
BRONCO PLUMBING & DRAIN DBA BRONCO PLUMBING & DRAIN,Plumbing,ROUND ROCK,TX,WILLIAMSON,,5125879989,3421 LONGHORN TRL,37137,TSBPE,1
WATTS PLUMBING,Plumbing,,TX,PARKER,,,,44464,TSBPE,1
A PLUS REPIPES LLC,Plumbing,,TX,HARRIS,,,,15344,TSBPE,1
GONZALEZ PLUMBING,Plumbing,BROWNSVILLE,TX,CAMERON,,9568312114,439 SOUTH BROWNE,22957,TSBPE,1
FLOW MASTERS PLUMBING LLC,Plumbing,,TX,DALLAS,,,,45065,TSBPE,1
SERGEANT PLUMBER CORP.,Plumbing,,TX,DENTON,,,,43168,TSBPE,1
J & C PLUMBING COMPANY,Plumbing,,TX,BRAZORIA,,,,41705,TSBPE,1
CAMEL PLUMBING & CONSTRUCTION SERVICES INC,Plumbing,PFLUGERVILLE,TX,TRAVIS,,5129144767,PO BOX 1981,36868,TSBPE,1
OAK HERITAGE PLUMBING LLC,Plumbing,,TX,HUNT,,,,41834,TSBPE,1
BENITEZ PLUMBING LLC DBA VICMAR PLUMBING,Plumbing,,TX,HARRIS,,,,42733,TSBPE,1
WINN PLUMBING SERVICES LLC,Plumbing,,TX,DALLAS,,,,42618,TSBPE,1
AUSTIN PLUMBING & UNDERGROUND LLC,Plumbing,AUSTIN,TX,TRAVIS,,5122178397,13359   N HWY 183,18683,TSBPE,1
VALLEY PLUMBING LLC RIVER VALLEY PLUMBING LLC,Plumbing,SEGUIN,TX,GUADALUPE,,8308320153,15885 PO BOX 875,20359,TSBPE,1
8 ACRE REPAIR,Plumbing,,TX,MONTGOMERY,,,,43478,TSBPE,1
PIPE IT UP PLUMBING LLC,Plumbing,,TX,HAYS,,,,45746,TSBPE,1
PATRIOT PLUMBING AND RENOVATIONS,Plumbing,,TX,MONTGOMERY,,,,46312,TSBPE,1
BACKBONE PLUMBING LLC,Plumbing,HOUSTON,TX,HARRIS,,7132082338,8001 ALMEDA GENOA RD,37048,TSBPE,1
WITTMAN WATER WORKS LLC DBA AQUA SYSTEMS,Plumbing,,TX,COMAL,,,,42274,TSBPE,1
FOUR SEASONS PLUMBING LLC,Plumbing,ODESSA,TX,ECTOR,,4325805553,P.O. BOX 1667,15671,TSBPE,1
ROBERT HARDY DBA HARDY PLUMBING,Plumbing,NACOGDOCHES,TX,NACOGDOCHES,,4095698764,181 CR 706,21041,TSBPE,1
DAVID JOHNSON PLUMBING,Plumbing,PANTEGO,TX,TARRANT,,8172612217,1707 ARROWHEAD DRIVE,16564,TSBPE,1
AROUND THE CLOCK MASTER PLUMBING,Plumbing,,TX,DENTON,,,,18070,TSBPE,1
SANFORD PLUMBING,Plumbing,,TX,WASHINGTON,,,,39982,TSBPE,1
MARTIN G PLUMBING,Plumbing,HELOTES,TX,BEXAR,,2103550199,8622 EL PUEBLO PEAK,39120,TSBPE,1
TABITHA'S PLUMBING LLC DBA ELITE PLUMBING LLC,Plumbing,EASTLAND,TX,EASTLAND,,2546392975,PO BOX 1187,36116,TSBPE,1
BEN FRANKLIN PLUMBING,Plumbing,,TX,MCLENNAN,,,,42652,TSBPE,1
SMITH AND COMPANY PLUMBING,Plumbing,,TX,HARRIS,,,,40592,TSBPE,1
LOYAL LINE PLUMBING AND DRAIN LLC,Plumbing,,TX,DALLAS,,,,46932,TSBPE,1
RW WEBB PLUMBING LLC,Plumbing,KYLE,TX,HAYS,,5123660970,3850B  FM 150 WEST,39211,TSBPE,1
ABLE MECHANICAL,Plumbing,AUBREY,TX,DENTON,,9405666406,6400 GREEN VALLEY CIRCLE,45036,TSBPE,1
UNIVERSAL PLUMBING SERVICE,Plumbing,,TX,DALLAS,,,,43013,TSBPE,1
FIRST SOURCE ENERGY CORPORATION,Plumbing,,TX,HARRIS,,,,46645,TSBPE,1
HUKILLS INC,Plumbing,FORT WORTH,TX,TARRANT,,8176727555,3310 LACKLAND ROAD,45863,TSBPE,1
`,Plumbing,,TX,TARRANT,,,,45233,TSBPE,1
PATRICK KALLUS CONSTRUCTION LLC,Plumbing,GRANGER,TX,WILLIAMSON,,5126505669,P O BOX 947,16262,TSBPE,1
"FLOW PLUMBING SERVICES, LLC.",Plumbing,,TX,MCLENNAN,,,,42327,TSBPE,1
AUTUMN MECHANICAL INC,Plumbing,,TX,MONTGOMERY,,,,37815,TSBPE,1
HARRIS PLUMBING 7170 LLC,Plumbing,,TX,GRIMES,,,,41490,TSBPE,1
HORSESHOE PLUMBING SERVICES,Plumbing,,TX,WALLER,,,,45122,TSBPE,1
VAQUERO PLUMBING LLC,Plumbing,LIBERTY HILL,TX,WILLIAMSON,,5128938705,121  CARA CV,15304,TSBPE,1
6 GILLISPIE INC DBA TOTAL PLUMBING SOLUTIONS,Plumbing,DECATUR,TX,WISE,,9406274445,P.O.BOX1177,38086,TSBPE,1
FYI CONTRACTING LLC,Plumbing,,TX,HARRIS,,,,46187,TSBPE,1
ELECT ONE PLUMBING,Plumbing,MCKINNEY,TX,COLLIN,,,7300 STATE HWY 121,44875,TSBPE,1
RYKIN PLUMBING,Plumbing,BRYAN,TX,BRAZOS,,9794503346,872 BOATCALLIE RD,42456,TSBPE,1
PRIME PLUMBING & ROOTER,Plumbing,ALLEN,TX,COLLIN,,6612200012,608 RIDGEMONT DRIVE,44012,TSBPE,1
ALMIGHTY PLUMBING & ROOTER SERVICE,Plumbing,MISSION,TX,HIDALGO,,9565695928,810 PEBBLE DR,39311,TSBPE,1
"COLONY SERVICES, LLC",Plumbing,GEORGETOWN,TX,WILLIAMSON,,5129931456,701 COUNTY ROAD 144,42877,TSBPE,1
SEMINOLE PLUMBING INC.,Plumbing,,TX,LEON,,,,46735,TSBPE,1
JLH PLUMBING SOLUTIONS,Plumbing,,TX,DENTON,,,,43389,TSBPE,1
ESTANISLAO SANCHEZ PLUMBING,Plumbing,EAGLE PASS,TX,MAVERICK,,8305131621,1702 CAMARINOS,15907,TSBPE,1
TEXAS STAR PLUMBERS LLC,Plumbing,HOUSTON,TX,HARRIS,AAA PLUMBERS INC,7134624753,P. O. BOX 40291,13596,TSBPE,2
ULTIMATE PLUMBING SOLUTION,Plumbing,,TX,BANDERA,,,,15189,TSBPE,1
ALMAGUER PLUMBING,Plumbing,SAN ANTONIO,TX,BEXAR,,2108235428,7147 GLEN CREEK,37790,TSBPE,1
SERNA PLUMBING SOLUTIONS LLC,Plumbing,,TX,HENDERSON,,,,42152,TSBPE,1
PURPOSE PLUMBING & HANDYMAN SERVICES INC,Plumbing,,TX,BEXAR,,,,45050,TSBPE,1
FIX A DRIP PLUMBING INC,Plumbing,,TX,DALLAS,,,,40707,TSBPE,1
"SAFE SHOWERS, LLC",Plumbing,,TX,COMAL,,,,47069,TSBPE,1
"HILL COUNTRY REFRIGERATION, PLUMBING & ELECTRICAL, LLC",Plumbing,FREDERICKSBURG ,TX,GILLESPIE,,8309972584,1607 EAST MAIN,17504,TSBPE,1
PLUMBRITE SERVICE,Plumbing,KERRVILLE,TX,KERR,,8302579096,3000 MEMORIAL BLVD,40533,TSBPE,1
RESTORATION PLUMBING SERVICES LLC,Plumbing,,TX,ROCKWALL,,,,41562,TSBPE,1
BFS HOME WARRANTY,Plumbing,HOLLYWOOD,TX,BROWARD,,7724732283,3500 N 28TH TERRACE,44053,TSBPE,1
RES-Q PLUMBING,Plumbing,,TX,STEPHENS,,,,45544,TSBPE,1
RENY PLUMBING INC,Plumbing,HOUSTON,TX,HARRIS,,7136414133,6634 THRUSH,36216,TSBPE,1
RITTER PLUMBING COMPANY,Plumbing,HOUSTON,TX,HARRIS,,,16305 WALL ST,24277,TSBPE,1
PPP,Plumbing,,TX,HARRIS,,,,43345,TSBPE,1
SMR PLUMBING INC,Plumbing,DALLAS,TX,DALLAS,,4695565288,4835 NORMA ST,39571,TSBPE,1
JM PLUMBING INC,Plumbing,MANOR,TX,TRAVIS,,5129892382,13500 FM 973,40335,TSBPE,1
AGUIRRE'S PLUMBING,Plumbing,PLAINVIEW,TX,HALE,,8062922717,3006 W. 10TH,37164,TSBPE,1
BRACK’S PLUMBING LLC,Plumbing,,TX,HILL,,,,45369,TSBPE,1
NICHOLSON PROFLOW SOLUTIONS LLC,Plumbing,,TX,COLLIN,,,,44572,TSBPE,1
BK PLUMBING,Plumbing,,TX,HENDERSON,,,,37835,TSBPE,1
MYLES PLUMBING LLC,Plumbing,,TX,KAUFMAN,,,,41384,TSBPE,1
"THE RIGHT CHOICE HEATING & AIR, INC",Plumbing,FARMERS BRANCH,TX,DALLAS,,9722432560,13370 BRANCH VIEW LN STE 160,37617,TSBPE,1
DAVALOS PLUMBING LLC,Plumbing,,TX,JEFFERSON,,,,43229,TSBPE,1
"TRINIS PLUMBING SERVICE, INC",Plumbing,DEL RIO,TX,VAL VERDE,,8307751071,P. O. DRAWER 420-486,8296,TSBPE,1
BILLYGO DFW LLC,Plumbing,GRAPEVINE,TX,TARRANT,,8177226151,923 MINTERS CHAPEL RD,38424,TSBPE,1
CHAMPION PLUMBING HEATING AND AIR,Plumbing,,TX,LUBBOCK,,,,43269,TSBPE,1
GALAXY PLUMBING SERVICES LLC,Plumbing,,TX,DALLAS,,,,42841,TSBPE,1
"REAL NETWORK SERVICES, INC",Plumbing,DALLAS,TX,TARRANT; DALLAS,,2146247600,5529 REDFIELD DR.,45856,TSBPE,2
J COY PLUMBING,Plumbing,,TX,JOHNSON,,,,45612,TSBPE,1
RIGHT CHOICE PLUMBING LLC,Plumbing,,TX,HARRIS,,,,44107,TSBPE,1
BIG HANDS PLUMBING,Plumbing,,TX,DALLAS,,,,41268,TSBPE,1
INFINITY G PLUMBING WATER HEATERS AND WATER SOFTENERS LLC,Plumbing,SCHERTZ,TX,GUADALUPE,,2109570672,317 SILVER BUCKLE,39325,TSBPE,1
CAMACHO'S PLUMBING SERVICES INC,Plumbing,,TX,ARANSAS,,,,18234,TSBPE,1
AVA'S PLUMBING LLC,Plumbing,,TX,DENTON,,,,44646,TSBPE,1
PLUMBPROSAUSTINTX LLC,Plumbing,AUSTIN,TX,TRAVIS,,5125416428,8906 WALL ST SUITE 701,45109,TSBPE,1
JOE'S PLUMBING SERVICE,Plumbing,,TX,TARRANT,,,,22097,TSBPE,1
TEXAS ONE SOURCE INDUSTRIAL SOLUTIONS LLC,Plumbing,,TX,CLAY,,,,36856,TSBPE,1
RICKY PLUMBING LLC,Plumbing,,TX,HARRIS,,,,41006,TSBPE,1
S.G.A. PLUMBING LLC,Plumbing,,TX,EL PASO,,,,44014,TSBPE,1
THIELEMANN CONSTRUCTION CO,Plumbing,BRENHAM,TX,WASHINGTON,,9798365775,2310 S MARKET ST,8477,TSBPE,1
STONE PLUMBING COMPANY INC,Plumbing,CADDO MILLS,TX,HUNT,,2145669168,P.O. BOX 535,36823,TSBPE,1
A-COLBATH PLUMBING,Plumbing,LIVE OAK,TX,BEXAR,,2106691272,11918 WELCOME DR,37745,TSBPE,1
CRUZ PLUMBING,Plumbing,CARRIZO SPRINGS,TX,DIMMIT,,8308765954,P.O. BOX 526,14647,TSBPE,1
TUTOR & FULLER PLUMBING COMPANY,Plumbing,,TX,SMITH,,,,12150,TSBPE,2
ALAN'S WORRY FREE PLUMBING,Plumbing,EDINBURG,TX,HIDALGO,,9568214657,P.O. BOX 1486,17446,TSBPE,1
R & B UTILITIES LLC,Plumbing,,TX,LAKE,,,,36638,TSBPE,1
MIDJAC TEXAS LLC DBA GRAND OAKS PLUMBING & DRAIN,Plumbing,,TX,MONTGOMERY,,,,41508,TSBPE,1
WARWICK PLUMBING LLC,Plumbing,HASLET,TX,TARRANT,,8179942679,409 SINGING QUAIL TRAIL,16880,TSBPE,1
HERRINGTON PLUMBING,Plumbing,BONHAM,TX,FANNIN,,9035837777,2222 FM 2815,16175,TSBPE,1
ON-DEMAND PLUMBING LLC,Plumbing,,TX,KAUFMAN,,,,43317,TSBPE,1
BRUCE WAYNE LLC,Plumbing,,TX,WILSON,,,,45431,TSBPE,1
JARROD'S PLUMBING LLC,Plumbing,,TX,WILLIAMSON,,,,43779,TSBPE,1
MEISTAD PLUMBING,Plumbing,,TX,HARRIS,,,,45208,TSBPE,1
TONEY PLUMBING,Plumbing,HOUSTON,TX,HARRIS,,2817998507,6705 LOMA VISTA,38459,TSBPE,1
TRADEMASTER PLUMBING LLC,Plumbing,,TX,COLLIN,,,,44470,TSBPE,1
SMITH AND SON PLUMBING,Plumbing,MCKINNEY,TX,COLLIN,,4695523451,6401 ELDORADO PARKWAY,41185,TSBPE,1
"DEL RIO COMFORT TECH, LTD",Plumbing,,TX,VAL VERDE,,,,44276,TSBPE,1
"PALOMA PLUMBING, LLC",Plumbing,FORT WORTH,TX,TARRANT,,6828955325,2120  RIDGMAR BLVD.,16431,TSBPE,1
STEWART BUILDERS INC DBA KEYSTONE CONCRETE PLACEMENT,Plumbing,HOUSTON,TX,HARRIS,,2818027475,23000 NORTHWEST LAKE DRIVE,13740,TSBPE,1
NEWTON PLUMBING SOLUTIONS,Plumbing,TEXARKANA,TX,MILLER,,8707725026,4803 RIDGEWAY DRIVE,41956,TSBPE,1
COOPER'S PLUMBING,Plumbing,,TX,LLANO,,,,17040,TSBPE,1
DWL CONSTRUCTION,Plumbing,EL PASO,TX,EL PASO,,9153461697,10465 SEAWOOD DR,10627,TSBPE,1
MARIO'S PLUMBING COMPANY,Plumbing,HOUSTON,TX,HARRIS,,8325124261,16207 SPEYBURN COURT,36244,TSBPE,1
ALTERNATIVE PLUMBING SOLUTIONS,Plumbing,,TX,BRAZORIA,,,,43402,TSBPE,1
CROWE & RANKINS INC DBA SUPERIOR PLUMBING,Plumbing,MIDLAND,TX,MIDLAND,,4326875905,1710 E. NEW JERSEY AVENUE,39721,TSBPE,1
JERRY & SONS PLUMBING SERVICE,Plumbing,BANDERA,TX,BANDERA,,8306881706,PO BOX 1716,38034,TSBPE,1
HUTTON PLUMBING HEATING & AIR LLC,Plumbing,AMARILLO,TX,POTTER,,8063761287,901 N GEORGIA,10080,TSBPE,1
VU PLUMBING LLC,Plumbing,,TX,COLLIN,,,,41274,TSBPE,1
GREENGO PLUMBING SERVICES LLC,Plumbing,,TX,WILLIAMSON,,,,40818,TSBPE,1
"PLUMBING PHD, LLC",Plumbing,N RICHLND HLS,TX,TARRANT,,4699396601,PO BOX 822931,40311,TSBPE,1
OPTIMAL CONTRACTING,Plumbing,,TX,JOHNSON,,,,46613,TSBPE,1
"ACE HARDWARE HOME SERVICES, INC. DBA (1) LEGACY PLUMBING; (2",Plumbing,LITTLE ELM,TX,DENTON,,9728019798,1101 E. ELDORADO PARKWAY,37588,TSBPE,1
M. E. ALCALA COMPANY,Plumbing,,TX,DALLAS,,,,46420,TSBPE,1
AWESOME WATER SOLUTIONS LLC,Plumbing,AMARILLO,TX,RANDALL,,8066811182,PO BOX 19313,44071,TSBPE,1
DBA RAIDEN'S PLUMBING,Plumbing,,TX,VAN ZANDT,,,,42288,TSBPE,1
ALEPH TAV PLUMBING,Plumbing,HILLSBORO,TX,HILL,,2143998343,808 HCR 4358,38543,TSBPE,1
TX ECO REMODELING AND CONSTRUCTION,Plumbing,DALLAS,TX,DALLAS,,9727489881,2817 SOUTH MARSALIS AVENUE,42157,TSBPE,1
SIMPLY PLUMBING & SEWER,Plumbing,KATY,TX,HARRIS,,2813470223,23910 GRIFFIN HOUSE LANE,38175,TSBPE,1
SANDMANN PLUMBING LLC,Plumbing,VALLEY VIEW,TX,COOKE,,9407366158,430 TRIANGLE ROAD,16308,TSBPE,1
CHRISCO BRAGG PLUMBING,Plumbing,JOAQUIN,TX,SHELBY,,9362694212,P. O. BOX 614,36050,TSBPE,1
ENERGY PRODUCT EXPERTS LLC,Plumbing,,TX,BELL,,,,44543,TSBPE,1
COOLEY PLUMBING,Plumbing,,TX,ERATH,,,,39648,TSBPE,1
RAYBORN PLUMBING INC,Plumbing,AUSTIN,TX,TRAVIS,,5124413202,8112 SEMINARY RIDGE DRIVE,18989,TSBPE,1
BIG COUNTRY PLUMBING,Plumbing,BRECKENRIDGE,TX,STEPHENS,,2545597468,1100 W 7TH ST,12297,TSBPE,1
CV PLUMBING,Plumbing,,TX,COMAL,,,,38375,TSBPE,1
HILL COUNTRY TUB AND SHOWER LLC,Plumbing,SAN ANTONIO,TX,BEXAR,,2104499759,13121 STUART RD,42993,TSBPE,1
ALL SOURCE PLUMBING  DBA ZPLUMBERZ,Plumbing,,TX,HUNT,,,,35799,TSBPE,1
CONNECT PLUMBING LLC,Plumbing,,TX,TRAVIS,,,,45876,TSBPE,1
1ST CHOICE HVAC AND PLUMBING INC,Plumbing,,TX,KAUFMAN,,,,45000,TSBPE,1
M. W. KENNEDY PLUMBING SERVICES,Plumbing,,TX,WILSON,,,,47096,TSBPE,1
M-PACT PLUMBING,Plumbing,,TX,TRAVIS,,,,46082,TSBPE,1
ALL AMERICAN AIR & MECHANICAL,Plumbing,,TX,HARRIS,,,,40107,TSBPE,1
HART OF TEXAS PLUMBING & DRAIN CLEANING,Plumbing,,TX,HARRIS,,,,46104,TSBPE,1
RIGHT AND TIGHT SERVICES,Plumbing,ROWLETT,TX,DALLAS,,4694563771,7509 CENTENARY DR,40022,TSBPE,1
CROCKETT PLUMBING,Plumbing,QUITMAN,TX,WOOD,,9039672971,1170 CR 3118,37569,TSBPE,1
AS ONE PLUMBING LLC,Plumbing,CORPUS CHRISTI,TX,NUECES,,3614254147,3845 ALISA ANN,39421,TSBPE,1
R.E.I. PLUMBING,Plumbing,,TX,MARICOPA,,,,40764,TSBPE,1
CHAPARRAL HEATING & AIR CONDITIONING INC,Plumbing,,TX,ROOSEVELT,,,,40778,TSBPE,1
HUTCH BUILDERS LLC,Plumbing,,TX,TAYLOR,,,,45539,TSBPE,1
LAREDO LEAK DETECTION AND PLUMBING,Plumbing,,TX,WEBB,,,,39033,TSBPE,1
TOLBERT PLUMBING LLC,Plumbing,,TX,WISE,,,,46855,TSBPE,1
LUBBOCK A-1 PLUMBING LLC,Plumbing,WOLFFORTH,TX,LUBBOCK,,8067960206,P.O. BOX 868,9472,TSBPE,1
PILOT PLUMBING COMPANY LLC,Plumbing,CONROE,TX,MONTGOMERY,,9364430943,7529 OLD HWY 105 WEST,38215,TSBPE,1
W H WESTMORELAND PLUMBING CO INC,Plumbing,MARSHALL,TX,HARRISON,,9039384231,215 WEST RUSK,38910,TSBPE,1
DBA PLUMBING KING CONTRACTORS,Plumbing,DUNCANVILLE,TX,DALLAS,,4692335781,1426 AARON PL.,37743,TSBPE,1
MAK PLUMBING SERVICE,Plumbing,,TX,FORT BEND,,,,43497,TSBPE,1
JURADO SERVICES LLC,Plumbing,,TX,MIDLAND,,,,42213,TSBPE,1
RICKAWP LLC DBA ADVANTAGE WATER PLUMBING,Plumbing,BRYAN,TX,BRAZOS,,9797786837,5632 FALLING WATER,14248,TSBPE,1
PIPE DOCTOR 247 LLC,Plumbing,,TX,ST. CLAIR,,,,42363,TSBPE,1
GAUFF COAST PLUMBING LLC,Plumbing,,TX,GALVESTON,,,,46229,TSBPE,1
JQ PLUMBING LLC,Plumbing,,TX,BEXAR,,,,47009,TSBPE,1
R PLUMBING COMPANY,Plumbing,TERRELL,TX,KAUFMAN,,2144295693,13971 FM-2728,39904,TSBPE,1
"TFC MECHANICAL, LLC",Plumbing,CONROE,TX,MONTGOMERY,,2813937535,11133 INTERSTATE 45 SOUTH,39483,TSBPE,1
MIRANDA'S PLUMBING,Plumbing,,TX,HARRIS,,,,44523,TSBPE,1
KINSALE INSURANCE COMPANY,Plumbing,,TX,MATAGORDA,,,,46769,TSBPE,1
A1 INTEGRITY LLC,Plumbing,AZLE,TX,PARKER,,8174441526,4417 KNOB HILL ROAD,17902,TSBPE,1
SHAMROCK PLUMBING CO,Plumbing,SPRING BRANCH,TX,COMAL,,8302285157,100  KNIBBE RD,36181,TSBPE,1
AUSTIN METRO PLUMBING,Plumbing,,TX,TRAVIS,,,,43230,TSBPE,1
SINK INC.,Plumbing,,TX,LUBBOCK,,,,44207,TSBPE,1
BILLA SERVICES LLC,Plumbing,,TX,GUADALUPE,,,,44189,TSBPE,1
PROTECH MECHANICAL INC,Plumbing,,TX,JIM WELLS,,,,45614,TSBPE,1
DUEYS PLUMBING,Plumbing,,TX,LAMPASAS,,,,41577,TSBPE,1
BATH FITTER,Plumbing,,TX,GRIMES,,,,42546,TSBPE,1
